junction_name,total_violations,unique_vehicles,peak_violations,avg_latitude,avg_longitude,weighted_violation_score,peak_hour_ratio,repeat_rate,unique_violation_types,unique_vehicle_types,violations_per_vehicle,severity_raw,severity_score,behavioral_score,density_score,IPII,risk_category,risk_rank,top_contributing_factor,top_factor_share_pct,risk_explanation
"Btp170 - Dr. Bheem Rao Palace, Chord Road",573,372,79,12.99037199306623,77.551225814101,1059,0.137870855148342,0.3507853403141361,11,15,1.5403225806451613,6.966024187106113,0.5876064661007254,0.467727010939259,0.5607934261730936,54.63,High,13,Severity (violation volume/weight),53.8,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp211 - Central Street Junction,5388,4590,669,12.983371022821446,77.60345435130863,9378,0.1241648106904231,0.1481069042316258,54,19,1.1738562091503268,9.146228426508939,0.8680499764580626,0.250244367121353,0.18044298477117673,54.52,High,14,Severity (violation volume/weight),79.6,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp057 - Anand Rao Junction,3935,3352,821,12.979395373087677,77.57438830726811,5930,0.2086404066073697,0.1481575603557814,37,18,1.1739260143198091,8.687948111838727,0.8091005726127686,0.3178764595666621,0.18051543460311198,53.6,High,15,Severity (violation volume/weight),75.5,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp101 - Blood Bank Circle, Kh Road",410,254,2,12.961947537560976,77.59617864317073,749,0.0048780487804878,0.3804878048780488,6,9,1.6141732283464567,6.620073206530356,0.5431061822966711,0.3915978892590522,0.6374420046945778,51.65,High,16,Severity (violation volume/weight),52.6,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp045 - Danvanthri Road Junction,3181,2787,507,12.97706512857592,77.57478964140208,5028,0.159383841559258,0.1238604212511788,40,18,1.1413706494438465,8.522976436171964,0.7878799754790837,0.25371380357512796,0.14672666607282572,49.94,Moderate,17,Severity (violation volume/weight),78.9,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp023 - Mahalaxmi Layout Entrance,1807,1372,72,13.008974449496067,77.54920543394422,2524,0.0398450470392916,0.2407304925290536,16,19,1.317055393586006,7.83399634170946,0.6992552527281919,0.27716672892225364,0.3290674623360243,49.86,Moderate,18,Severity (violation volume/weight),70.1,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp048 - Shanthala Junction,1593,1478,396,12.976960576691845,77.57075523407478,4362,0.2485875706214689,0.0721908349026993,47,15,1.0778078484438431,8.38091517312361,0.7696063850626235,0.27242841469314594,0.08075570312067867,48.27,Moderate,19,Severity (violation volume/weight),79.7,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp068 - Veeresh Theatre Junction,504,353,32,12.977227481944444,77.54562137718254,909,0.0634920634920634,0.2996031746031746,11,15,1.4277620396600563,6.813444599510896,0.5679798850764641,0.3560722594122394,0.4439683781516637,47.96,Moderate,20,Severity (violation volume/weight),59.2,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp137 - Madiwala Traffic Ps Junction,596,516,232,12.92332618796038,77.6198709011831,1336,0.3892617449664429,0.1342281879194631,17,19,1.1550387596899223,7.198183577101943,0.6174695372369793,0.44818029134074283,0.16091261100419654,47.54,Moderate,21,Severity (violation volume/weight),64.9,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp142 - Lower Agram Road Junction,33,19,5,12.961824142424245,77.61549586666666,116,0.1515151515151515,0.4242424242424242,5,6,1.736842105263158,4.762173934797756,0.3041213274659393,0.5534910420254389,0.7647583565094193,47.11,Moderate,22,Behavioral risk (repeat offenders + peak-hour concentration),35.2,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Behavioral risk (repeat offenders + peak-hour concentration) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp189 - New Diagonal Road, Jayanagar",602,443,28,12.928112280564784,77.58069761295681,1212,0.0465116279069767,0.2641196013289036,7,11,1.3589164785553047,7.10085190894405,0.6049495933740081,0.30633216629182214,0.3725145106441398,46.89,Moderate,23,Severity (violation volume/weight),64.5,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp001 - 10Th Cross, Dr. Rajkumar Road",2812,2515,390,13.007811443262298,77.55465340067576,3950,0.1386913229018492,0.1056187766714082,14,16,1.1180914512922466,8.281723990411392,0.7568472485681774,0.2185725894861645,0.1225655042823816,46.85,Moderate,24,Severity (violation volume/weight),80.8,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp148 - 17Th Main, Doopanahalli Bus Stop",745,652,149,12.963663511161307,77.64223399413451,2442,0.2,0.1248322147651006,37,15,1.142638036809816,7.8009820712577405,0.6950085689863501,0.28719693269185725,0.14804207010869228,46.33,Moderate,25,Severity (violation volume/weight),75.0,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp080 - Nr Road, Sp Road Junction",3681,3348,153,12.96439657572473,77.58316820553203,5736,0.0415647921760391,0.0904645476772616,30,17,1.0994623655913978,8.654691704601872,0.8048227423898847,0.1254300667679114,0.10323063068857934,46.07,Moderate,26,Severity (violation volume/weight),87.4,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp070 - Cholurpalya Junction, Magadi Road",2272,2042,120,12.973484256997908,77.550805919489,4695,0.0528169014084507,0.1012323943661971,25,14,1.1126346718903035,8.454466361507933,0.7790674039381318,0.1454035779983991,0.11690198747537983,45.65,Moderate,27,Severity (violation volume/weight),85.3,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp061 - Bhashyam Circle,1030,801,31,12.985184338307276,77.55392274871211,1627,0.0300970873786407,0.2223300970873786,12,14,1.285892634207241,7.395107546562485,0.6428002141849988,0.25061940392414983,0.2967240600296489,45.59,Moderate,28,Severity (violation volume/weight),70.5,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp104 - Medical College Circle,1508,1296,285,12.959562748076925,77.57661357181698,1917,0.1889920424403183,0.1405835543766578,21,19,1.1635802469135803,7.559038255443384,0.6638869099280169,0.29444028656735366,0.16977770392526131,45.42,Moderate,29,Severity (violation volume/weight),73.1,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp043 - Upparpet Junction,1786,1533,197,12.971139927984629,77.57557195804274,2419,0.1103023516237402,0.1416573348264277,15,17,1.1650358773646443,7.791522819150732,0.6937918087313699,0.2325826551699883,0.17128848288793094,45.09,Moderate,30,Severity (violation volume/weight),76.9,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp096 - Gali Anjaneya Temple,972,927,302,12.952594812896978,77.54121609195656,2552,0.3106995884773662,0.0462962962962962,35,18,1.0485436893203883,7.845024417241484,0.7006738135028163,0.2957329657119176,0.050382832086265456,44.91,Moderate,31,Severity (violation volume/weight),78.0,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp132 - Anepalya Junction,158,105,17,12.951251251265823,77.60690484050633,310,0.1075949367088607,0.3354430379746835,7,8,1.5047619047619047,5.739792912179234,0.42987417798048927,0.4278733419993185,0.5238854863979491,44.81,Moderate,32,Severity (violation volume/weight),48.0,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp016 - 5Th Main Road, Rpc Layout",2474,2156,117,12.965246043934677,77.5378432820211,3194,0.0472918350848827,0.1285367825383993,16,19,1.147495361781076,8.069342366811636,0.7295282263494057,0.16880514479197806,0.15308342135004988,44.6,Moderate,33,Severity (violation volume/weight),81.8,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp108 - Tagore Park Junction,1801,1628,180,12.943901209259396,77.57143116315804,2819,0.0999444752915047,0.096057745696835,21,13,1.1062653562653562,7.944492163932159,0.7134685249088027,0.1778329641835182,0.11029136178687514,43.21,Moderate,34,Severity (violation volume/weight),82.6,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp140 - Madiwala Check Post,368,306,74,12.932305598913045,77.6132812736413,988,0.2010869565217391,0.1684782608695652,7,12,1.2026143790849673,6.8966943316227125,0.5786884447094556,0.3325393385062204,0.2102906965378374,43.12,Moderate,35,Severity (violation volume/weight),67.1,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp041 - Gopal Gowda Circle,378,335,126,12.977295857671956,77.59026518835978,986,0.3333333333333333,0.1137566137566137,9,8,1.128358208955224,6.894670039433482,0.5784280564406518,0.38257819135187027,0.13322123182690745,43.06,Moderate,36,Severity (violation volume/weight),67.2,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp095 - Satellite Bus Stand, Mysore Road",775,706,235,12.953825250666531,77.54339804607628,1252,0.3032258064516129,0.0890322580645161,21,14,1.0977337110481586,7.133295954896068,0.6091229281343657,0.33329945646930176,0.10143648374988351,42.48,Moderate,37,Severity (violation volume/weight),71.7,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp038 - Mysore Bank Junction,2021,1819,61,12.973430411726868,77.58124380880751,3142,0.0301830776843146,0.0999505195447798,29,19,1.1110500274876305,8.052933036797567,0.7274174653350991,0.12599036142438585,0.11525730669453972,42.46,Moderate,38,Severity (violation volume/weight),85.7,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp130 - Gd Mara Junction,631,507,5,12.908069876703646,77.60081684453249,1362,0.0079239302694136,0.196513470681458,16,9,1.244575936883629,7.217443431696533,0.6199469662474641,0.2065752030754014,0.25384202422318836,42.27,Moderate,39,Severity (violation volume/weight),73.3,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp135 - Uco Bank Junction,1112,1034,162,12.935621750629496,77.61497794019785,2502,0.14568345323741,0.0701438848920863,20,12,1.0754352030947776,7.8252452914317745,0.6981295897215647,0.18801939505225324,0.07829316692090077,42.11,Moderate,40,Severity (violation volume/weight),82.9,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp182 - 19Th Main Junction, Rajajinagar",1390,1175,38,12.99900715064247,77.5508516759733,1798,0.0273381294964028,0.1546762589928057,9,13,1.1829787234042553,7.4949862339505335,0.655647785616499,0.1794768213345574,0.18991111771069763,41.96,Moderate,41,Severity (violation volume/weight),78.1,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp069 - Mc Circle,1075,919,40,12.974620575358044,77.54751794417268,1779,0.0372093023255813,0.1451162790697674,17,16,1.1697497279651796,7.484368643286131,0.6542820262332046,0.1776326833453128,0.1761809240396331,41.57,Moderate,42,Severity (violation volume/weight),78.7,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp022 - Marenahalli Junction, Vijayanagar",1157,1011,45,12.968779866920466,77.53673460275871,1971,0.0388936905790838,0.1261884183232497,25,16,1.1444114737883284,7.586803535162581,0.6674584067491761,0.15969377950849256,0.14988269612527408,41.16,Moderate,43,Severity (violation volume/weight),81.1,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp117 - 9Th Cross, Kanakapura Road",307,253,87,12.91214845732899,77.57334888045604,482,0.2833876221498371,0.1758957654723127,10,12,1.2134387351778655,6.180016653652572,0.48650093302030145,0.40593788666573566,0.2215251478765284,40.93,Moderate,44,Severity (violation volume/weight),59.4,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp063 - Siddalingaiah Circle,1060,958,72,12.971526511981132,77.5967034683019,2219,0.0679245283018867,0.0962264150943396,13,17,1.1064718162839249,7.705262474866325,0.68269598875334,0.15238887112248153,0.11050564382010548,40.92,Moderate,45,Severity (violation volume/weight),83.4,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp205 - Modi Hospital Junction,1045,917,72,12.997488303320912,77.54695407575124,1717,0.0688995215311004,0.1224880382775119,19,13,1.1395856052344602,7.4489161025442,0.6497217034904708,0.17992796729428928,0.14487399306986345,40.78,Moderate,46,Severity (violation volume/weight),79.7,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp180 - Swagath Poornima Theatre,261,209,53,12.96046395210728,77.58731793409962,463,0.2030651340996168,0.1992337164750957,9,15,1.248803827751196,6.139884552226255,0.4813386701466654,0.3654599420130412,0.25823009440577765,40.2,Moderate,47,Severity (violation volume/weight),59.9,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
